num,importe_total,numero_factura,cif,dni,cp,potencia_contratada,consumo,initial_date,final_date,nuevo_consumo,nuevo_cif,fecha_cargo,nombre_cliente
861,"235,63",DK9237622130,[],22611383Z,"['10707', '24170', '10707']","4,308",643.0,15.10.2002,14.11.2002,643.0,DE815824732.,19.11.2002,Sófocles Infante Benítez
862,"97,35",LP2539745674,B26266106,46005957T,"['26007', '26007', '40494', '40494', '40494', '26007', '26007']","4,75",357.0,27.02.2011,29.03.2011,357.0,B26266106,03.04.2011,JUAN BAUTISTA GAYOSO RANGEL
863,"356,84",HZ5871064902,B39829197,38331781G,"['39724', '39724', '39724', '39011']","3,235",852.0,15.01.1997,16.03.1997,852.0,B39829197,21.03.1997,Mayra Carvajal Icaza
864,"173,14",II5089362808,A95000295,47976504E,"['48010', '26511', '48010']","3,989",514.0,19.02.2007,20.04.2007,514.0,A95000295.,25.04.2007,Jezabel Baca Torrente
865,"357,15",JU2234506080,A87705471,15333274W,"['45691', '45691', '45691', '28001']","3,792",1112.0,23.10.2020,22.12.2020,1112.0,A87705471,27.12.2020,NICOLAZA GAYTÁN VANEGAS
866,"308,08",VH1738361247,[],10400275C,"['09000', '09000', '22807', '22807', '22807', '09000', '09000']","4,00",780.0,09.09.2007,08.11.2007,780.0,DK20293195,13.11.2007,HORACI FIERRO BECERRA
867,"17,45",K5953723518,B22373948,68461299M,"['22004', '32816', '22004', '16121', '41080']","4,561",0.0,06.07.2019,05.08.2019,0.0,B22373948,10.08.2019,ABRIL CHAVIRA GALENO
868,"16,82",M5987096335,B71196463,96301872K,"['31620', '31620', '05358', '05358', '05358', '31620', '31620']","3,69",0.0,06.03.1997,05.04.1997,0.0,B71196463,10.04.1997,MYRIAN VÁSQUEZ LOMBARDO
869,"123,41",NM2194088072,B55641708,33221109R,"['04859', '04859', '04859', '11010', '11095', '43206']","4,732",384.0,17.04.2000,16.06.2000,384.0,B55641708,21.06.2000,MIMI QUIJADA GAYOSO
870,"90,76",TU5973376365,A95075586,19365600Z,"['33390', '33390', '33390', '48009']","3,744",248.0,11.10.1993,10.12.1993,248.0,A95075586,15.12.1993,Soraya Hidalgo Sol
871,"100,19",U4240659997,B65569089,86500704G,"['08003', '36634', '08003']","5,218",403.0,17.02.2009,19.03.2009,403.0,B65569089.,24.03.2009,MOHAMED TREJOS MONGE
872,"89,73",OT6531509702,B39829197,54878210A,"['39011', '49340', '39011']","4,193",247.0,07.11.2013,07.12.2013,247.0,B39829197.,12.12.2013,SILVERIO BAUTISTA GILLÉN
873,"166,34",SV4104859573,B25794207,63242336H,"['25730', '43421', '25730']","5,320",481.0,04.09.1995,04.10.1995,481.0,B25794207.,09.10.1995,Erminia Vales Ahumada
874,"56,18",IM3577969637,[],33646750G,"['10707', '10707', '13003', '13003', '13003', '10707', '10707']","6,87",0.0,15.03.1990,14.05.1990,0.0,DE815824732,19.05.1990,KIRA CALLEJA GAMBOA
875,"28,23",FN3024547183,B76200070,91201308Y,"['35500', '42294', '35500', '66116', '41080']","3,078",59.0,29.12.2012,28.01.2013,59.0,"['B76200070', 'E']",02.02.2013,VIVIANA ZAVALETA ICAZA
876,"125,57",S1868327946,B02553311,63000844A,"['02001', '06470', '02001']","4,265",314.0,28.04.2013,27.06.2013,314.0,B02553311.,02.07.2013,HIPÓLITA ZELAYA QUIJADA
877,"174,60",G4074982407,A28142552,92904932C,"['28046', '37246', '28046']","4,017",542.0,29.06.2010,28.08.2010,542.0,A28142552.,02.09.2010,Oria Reyes Zamudio
878,"41,84",M6794405537,B67421875,60546670K,"['08840', '45630', '08840']","2,415",114.0,01.07.2013,31.07.2013,114.0,B67421875.,05.08.2013,Carolo Sotomayor Mijares
879,"136,67",W7687656765,A02022366,66061925Z,"['35550', '35550', '35550', '02005']","4,092",423.0,06.09.2013,06.10.2013,423.0,A02022366,11.10.2013,SERAPIO REAL CUEVAS
880,"118,53",E6517824304,B85778041,67602252P,"['48930', '02691', '48930']","3,845",387.0,16.09.2002,16.10.2002,387.0,B85778041.,21.10.2002,ANA MARÍA PADILLA PALOMAR
881,"31,07",U8112221505,B22280259,50408234P,"['22450', '22450', '08514', '08514', '08514', '22450', '22450']","3,40",0.0,08.06.2007,07.08.2007,0.0,B22280259,12.08.2007,Cibeles Guerrero Jiménez
882,"84,10",Q4666680353,B64180862,32152324A,"['41309', '41309', '41309', '84080', '84062', '08911']","2,985",350.0,01.07.2004,31.07.2004,350.0,B64180862,05.08.2004,GALA CÉSPEDES ICAZA
883,"29,23",HE8547877949,B55522023,19397690L,"['43791', '26144', '43791']","3,713",61.0,10.04.2008,10.05.2008,61.0,B55522023.,15.05.2008,Inma Fierro Calleja
884,"220,61",H7861354397,[],49933697F,"['40221', '36853']","5,961",664.0,14.02.2011,15.04.2011,664.0,DE192205313.,20.04.2011,Dani Escoto Cervantes
885,"174,74",WH5984324348,B37500238,83500098R,"['28003', '28003', '25412', '25412', '25412', '28003', '28003']","4,07",506.0,24.06.2009,24.07.2009,506.0,B37500238,29.07.2009,Vinicio Baca Montero
886,"76,89",UZ5732830008,B22410708,39560877A,"['47185', '47185', '47185', '22660']","3,462",209.0,30.06.2009,30.07.2009,209.0,B22410708,04.08.2009,Sandro Funez Obregón
887,"238,65",WK7926654663,A94071727,39632790H,"['30394', '30394', '30394', '36700']","3,884",726.0,25.07.1990,23.09.1990,726.0,A94071727,28.09.1990,Artemisa Guardado Chávez
888,"22,64",UY4744638499,B55567986,92572703A,"['43206', '43206', '29018', '29018', '29018', '11076', '43206', '43206']","5,47",0.0,12.08.2005,11.09.2005,0.0,B55567986,16.09.2005,Leo Cadenas Pantoja
889,"135,01",BV1209728205,B53480547,25494387Z,"['03360', '24411', '03360']","6,472",449.0,05.04.2021,05.05.2021,449.0,B53480547.,10.05.2021,Juvencio Alarcón Amador
890,"203,63",XP9025170328,A66585191,87521308Y,"['08010', '49161', '08010']","3,403",614.0,21.02.1997,22.04.1997,614.0,A66585191.,27.04.1997,Esther Medrano Portillo
891,"159,62",X6426747718,B06748446,71694254B,"['07469', '07469', '07469', '06009']","5,370",504.0,19.12.2002,17.02.2003,504.0,B06748446,22.02.2003,GABRIELA SALAZAR MAURER
892,"186,77",K7712181116,B98823933,75609661J,"['46002', '46002', '40517', '40517', '40517', '46002', '46002']","3,23",534.0,17.10.1995,16.12.1995,534.0,B98823933,21.12.1995,Galo Gámez Ureña
893,"124,91",HU1674299923,B66436437,42743018W,"['08028', '32800', '08028']","2,386",381.0,10.04.2001,10.05.2001,381.0,B66436437.,15.05.2001,Leandra Garrido Ibarra
894,"93,52",QG7961729548,B26500231,11255871Q,"['26500', '24513', '26500']","4,341",374.0,25.04.1996,25.05.1996,374.0,B26500231.,30.05.1996,Castor Rubio Uveda
895,"152,98",S7613929559,B82410549,22305291Y,"['28004', '18819', '28004', '39672', '41080']","4,140",498.0,07.05.1998,06.06.1998,498.0,B82410549,11.06.1998,PETRONILA FRAGA ESPINO
896,"67,56",BA5485583112,B40657405,43202334P,"['08007', '21120', '08007']","4,147",222.0,18.02.1997,20.03.1997,222.0,B40657405.,25.03.1997,Leslie Ospino Vásquez
897,"84,01",B2425800490,B09378720,17926063R,"['09500', '27619', '09500']","5,088",110.0,12.07.2006,10.09.2006,110.0,B09378720.,15.09.2006,GIORDANO CARRILLO CARDOSO
898,"47,66",GT3013517718,B67302489,10598894B,"['08800', '27657', '08800']","3,795",180.0,04.09.1993,04.10.1993,180.0,B67302489.,09.10.1993,CIRIACO BARRERA GUZMÁN
899,"86,03",A6972705046,B98953177,29331444G,"['46002', '46002', '42112', '42112', '42112', '46002', '46002']","3,45",280.0,01.07.1991,30.08.1991,280.0,B98953177,04.09.1991,Manuel Villareal Montalvo
900,"331,16",K1459914987,[],14606576N,06469,"3,729",1094.0,03.01.2017,04.03.2017,1094.0,758'297.,09.03.2017,Demetri Padilla Urrutia
901,"47,09",NK9434974018,B65142333,45095454K,"['28108', '28108', '38840', '38840', '38840', '28108', '28108']","1,38",104.0,06.01.2017,07.03.2017,104.0,B65142333,12.03.2017,ANTÓN VIVERO MEZA
902,"77,96",NI5055852543,B87113973,97870730A,"['02248', '02248', '02248', '28805']","3,530",236.0,10.05.2013,09.06.2013,236.0,B87113973,14.06.2013,Adán Pedroza Farías
903,"198,29",T6379459010,[],71198500E,"['24134', '24134', '24134', '70200']","2,482",636.0,16.05.1993,15.06.1993,636.0,C227767191,20.06.1993,EVARISTO ZAVALETA MEZA
904,"109,36",CF8910337212,B25467887,78733164R,"['25171', '25171', '35610', '35610', '35610', '25171', '25171']","2,60",355.0,01.10.2014,31.10.2014,355.0,B25467887,05.11.2014,MANON SOL GÓNGORA
905,"41,49",E7057563417,B83682245,51502701C,"['22312', '22312', '22312', '28223']","4,161",113.0,24.09.2000,24.10.2000,113.0,B83682245,29.10.2000,Ali Darío Fernández
906,"145,83",Y7216414073,B47770656,71832154A,"['47015', '26290', '47015']","3,956",860.0,08.08.2006,07.10.2006,860.0,B47770656.,12.10.2006,Nahuel Quijano Gutiérrez
907,"209,47",H3887228214,B76366723,44245703M,"['35010', '28360', '35010']","3,623",641.0,24.06.2019,24.07.2019,641.0,B76366723.,29.07.2019,NINI VELASCO NIETO
908,"259,73",S8774871893,[],62931460X,44415,"4,273",772.0,20.05.2005,19.07.2005,772.0,GB799162671,24.07.2005,Víctor Manuel Gamboa Marrero
909,"127,21",SJ7972600383,B38920500,78940304A,"['38002', '50310', '38002']","4,169",373.0,17.02.1999,19.03.1999,373.0,B38920500.,24.03.1999,RAMÓN BASTIDA INFANTE
910,"80,40",T8538244743,A62338827,48825214D,"['08911', '28279', '08911']","3,588",332.0,16.06.1995,16.07.1995,332.0,A62338827.,21.07.1995,HELIO ESCAMILLA ESTRADA
911,"250,42",F2576076180,B52533106,72653866V,"['28006', '28006', '40468', '40468', '40468', '28006', '28006']","4,19",974.0,01.11.2017,31.12.2017,974.0,B52533106,05.01.2018,Macedonio Lobo Batalla
912,"201,08",EE8956609148,B42753376,23927550Y,"['28023', '02530', '28023']","2,067",648.0,02.01.2012,02.03.2012,648.0,B42753376.,07.03.2012,Rosario Argüelles Ozuno
913,"206,83",L2996178098,B04949384,50252055E,"['28011', '44381', '28011']","2,317",556.0,15.05.1991,14.07.1991,556.0,B04949384.,19.07.1991,NICOMEDES LAFUENTE GALENO
914,"92,66",D8292523779,B98618614,40783324T,"['46780', '38869', '46780']","4,670",208.0,15.09.1999,14.11.1999,208.0,B98618614.,19.11.1999,ROSELINA ESCOBEDO FARÍAS
915,"135,27",UN3212861143,B40178550,53056122K,"['40200', '25267', '40200', '58783', '41080']","5,610",280.0,02.04.2021,01.06.2021,280.0,B40178550,06.06.2021,Raimundo Ulloa Perdomo
916,"21,76",OZ6631024443,B66658188,84576665F,"['28037', '28037', '16660', '16660', '16660', '28037', '28037']","5,64",0.0,06.09.2002,06.10.2002,0.0,B66658188,11.10.2002,Celina Villallovos Gavilán
917,"33,07",GR1735458717,[],15043680R,25724,"4,640",47.0,07.08.1994,06.09.1994,47.0,GB735547907.,11.09.1994,Leandro Cevedo Páez
918,"112,48",VI5282422375,B88002027,57191827G,"['28045', '28045', '24175', '24175', '24175', '28045', '28045']","3,85",376.0,26.10.2014,25.11.2014,376.0,B88002027,30.11.2014,SONSOLES CAMARILLO SOL
919,"53,20",SN5903308811,B98194780,22901859T,"['46610', '46351', '46610']","4,590",129.0,06.04.1998,06.05.1998,129.0,B98194780.,11.05.1998,Mario Báez Corro
920,"37,82",Q7908077074,B93400836,60330364F,"['28918', '43810', '28918', '28627', '41080']","4,598",0.0,31.08.2016,30.10.2016,0.0,B93400836,04.11.2016,Elsa Farías Valle
921,"66,05",AN3719234042,B27861715,12906551D,"['36202', '09571', '36202', '63304', '41080']","3,142",189.0,05.02.1994,07.03.1994,189.0,B27861715,12.03.1994,Ágata Barriga Lacayo
922,"109,38",ON8657497690,B09378720,54509222G,"['09500', '16442', '09500']","4,452",490.0,01.09.2015,01.10.2015,490.0,B09378720.,06.10.2015,MIRYAN MARTÍNEZ VENTURA
923,"144,14",Z9852792509,A33543547,56941131P,"['33007', '33007', '28694', '28694', '28694', '33007', '33007']","3,40",352.0,19.11.2017,18.01.2018,352.0,A33543547,23.01.2018,CRÍSPULO ÁLVAREZ CEVALLOS
924,"86,48",X3865986712,B87113973,42029483L,"['15369', '15369', '15369', '28805']","5,396",235.0,09.05.2006,08.06.2006,235.0,B87113973,13.06.2006,Rosalinda Cisneros Calles
925,"131,71",H2852740153,B66552068,36360030C,"['40312', '40312', '40312', '08008']","3,332",440.0,26.01.2010,27.03.2010,440.0,B66552068,01.04.2010,Nora Gámez Restrepo
926,"32,58",IC9088289555,B98202237,16380700P,"['46980', '09390', '46980']","3,910",0.0,28.04.2013,27.06.2013,0.0,B98202237.,02.07.2013,Patroclo Lacayo Ivañez
927,"98,00",CI1767131581,B95948451,39030954T,"['48800', '17253', '48800']","3,500",291.0,02.10.2021,01.11.2021,291.0,B95948451.,06.11.2021,MAGIA ECHEVERRÍA SALDIVAR
928,"21,95",Q4651507503,B54882626,82771472S,"['03738', '04887', '03738']","2,357",40.0,18.07.1999,17.08.1999,40.0,B54882626.,22.08.1999,Hebe Alcocer Sotomayor
929,"170,66",BX3138525752,B37572617,24069185F,"['37900', '25214', '37900', '37900']","5,550",542.0,26.12.2014,25.01.2015,542.0,B37572617.,30.01.2015,Segundo Cuesta Ocampo
930,"96,30",I2032789233,B01654359,75712413R,"['28006', '08812', '28006']","5,340",266.0,21.12.2016,20.01.2017,266.0,B01654359.,25.01.2017,Nissa Noble Molleda
931,"111,28",PS5658497419,B25378779,40634665J,"['47194', '47194', '47194', '25006']","3,312",343.0,03.02.1994,05.03.1994,343.0,B25378779,10.03.1994,Yamil Collado Alanis
932,"269,10",OI3938775500,B02815546,32264297N,"['09341', '09341', '09341', '23400']","4,772",674.0,03.08.2006,02.10.2006,674.0,B02815546,07.10.2006,ELVIS VÍVEZ DUARTE
933,"25,33",FR3476279181,A95554630,54783661F,"['48009', '33576', '48009', '73799', '41080']","2,789",0.0,30.03.1995,29.05.1995,0.0,A95554630,03.06.1995,Florián Novo Ramírez
934,"71,87",QC8136934975,A33985540,16064559W,"['42173', '42173', '42173', '33203']","3,748",250.0,02.01.2005,01.02.2005,250.0,A33985540,06.02.2005,JOSÉ MARÍA NOBLE BÁEZ
935,"118,75",SF3276345765,B57688731,60651007F,"['07013', '07013', '20008', '20008', '20008', '07013', '07013']","4,39",292.0,28.04.1996,27.06.1996,292.0,B57688731,02.07.1996,Laura Losada Olivera
936,"63,29",P3017004484,B98898240,41575192R,"['45910', '45910', '45910', '46800']","3,814",184.0,01.08.1998,31.08.1998,184.0,B98898240,05.09.1998,NADIA QUINTANA VILLAREAL
937,"70,55",O5271392707,[],32977179D,28032,"2,846",299.0,25.05.2012,24.06.2012,299.0,B552081317,29.06.2012,Oda Cordero Cuesta
938,"199,79",H6635103876,B11000783,45771014W,"['11140', '03570', '11140']","6,531",520.0,24.07.1996,23.08.1996,520.0,B11000783.,28.08.1996,CRISTIANO TRAVIESO MORILLO
939,"257,49",US6793471045,B93267300,99236434J,"['28001', '34447', '28001', '48305', '41080']","4,932",762.0,03.10.1997,02.12.1997,762.0,B93267300,07.12.1997,MALAQUÍAS BOLAÑOS LOBO
940,"70,11",G7432091051,B01620160,15858617W,"['08911', '22192', '08911']","4,230",166.0,28.07.2002,27.08.2002,166.0,B01620160.,01.09.2002,Greta Roldán Olmedo
941,"244,64",E6350639232,B24291833,47017306Q,"['24380', '03317', '24380', '03317', '03317', '24380', '24380']","3,52",730.0,22.02.2020,22.04.2020,730.0,B24291833,27.04.2020,KARENINA BASTIDA FRÍAS
942,"94,31",C9004049468,B22216733,80878944L,"['22660', '04569', '22660']","4,827",264.0,20.08.2008,19.10.2008,264.0,B22216733.,24.10.2008,Benjamín Álvarez Varga
943,"118,14",J4411842418,A11507357,15533764R,"['04858', '04858', '04858', '11009']","5,815",425.0,19.05.1997,18.06.1997,425.0,A11507357,23.06.1997,Marco Milanés Ordóñez
944,"109,57",NT4882992879,B83393066,35429010V,"['28042', '05217', '28042']","4,341",292.0,28.03.2014,27.05.2014,292.0,B83393066.,01.06.2014,Alejandro Nieto Redondo
945,"141,37",M1823651154,B25512641,69123215G,"['14650', '14650', '14650', '28010']","3,356",378.0,06.01.2017,07.03.2017,378.0,B25512641,12.03.2017,TEODORO IBARRA BARRERA
946,"35,45",T2881206757,B25583147,68126741M,"['25595', '41702', '25595', '78190', '41080']","3,755",74.0,28.10.2008,27.11.2008,74.0,B25583147,02.12.2008,Orquídea Silva Carvajal
947,"57,25",Y2495180194,A65067332,44864376R,"['34486', '34486', '34486', '28033']","5,945",155.0,17.05.1994,16.06.1994,155.0,A65067332,21.06.1994,JADE CHÁVEZ PEÑA
948,"286,42",LG6918885773,A25445131,79745255T,"['25210', '36514', '25210', '10356', '41080']","3,386",936.0,17.10.2017,16.12.2017,936.0,A25445131,21.12.2017,Ayelen Gavilán Zamudio
949,"109,69",W1618758858,B73778516,69377483F,"['30100', '33935', '30100']","3,223",376.0,26.07.2010,24.09.2010,376.0,B73778516.,29.09.2010,Moctezuma Cabeza Becerril
950,"188,56",V3634836145,B88639059,32268133F,"['35637', '35637', '35637', '28691']","2,829",736.0,24.05.2017,23.07.2017,736.0,B88639059,28.07.2017,TAMAR PARDO VALLEJO
951,"86,62",N9170216827,A85258549,70247752W,"['08911', '27592', '08911']","4,120",234.0,17.06.2007,17.07.2007,234.0,A85258549.,22.07.2007,Latona Borges Quiroz
952,"162,13",SE5646614817,A02022366,50651527F,"['02005', '02005', '10002', '10002', '10002', '02005', '02005']","3,24",500.0,30.12.2009,28.02.2010,500.0,A02022366,05.03.2010,CRISTO SAMPER OVIEDO
953,"142,21",G8889188323,A61713301,15511194V,"['28028', '28028', '36863', '36863', '36863', '28028', '28028']","4,32",476.0,13.10.2003,12.12.2003,476.0,A61713301,17.12.2003,Julio Grijalba Quintanilla
954,"84,26",I2661683593,A62943600,17454043X,"['28020', '31422', '28020']","3,027",216.0,03.02.2008,04.03.2008,216.0,A62943600.,09.03.2008,Herminia Barriga Murillo
955,"121,58",XT3291448023,B27266279,96660798D,"['49719', '49719', '49719', '27790']","3,190",410.0,20.07.1992,18.09.1992,410.0,B27266279,23.09.1992,Mila Lira Pineda
956,"59,89",VB8735570023,B25267220,70607883E,"['25691', '47317', '25691']","4,071",221.0,29.12.2003,28.01.2004,221.0,B25267220.,02.02.2004,Simona Echeverría Osorio
957,"129,64",OV1726632677,A82683434,76973607J,"['28003', '19196', '28003']","4,364",413.0,16.12.2000,15.01.2001,413.0,A82683434.,20.01.2001,SALOMÉ DORADO VALLEJO
958,"206,51",UC8278364853,B90031063,44829088H,"['41004', '41004', '26141', '26141', '26141', '41004', '41004']","4,87",798.0,24.05.2008,23.07.2008,798.0,B90031063,28.07.2008,Martiniano Velarde Gallegos
959,"342,92",HF3080639744,B85253888,11980163S,"['28046', '45216', '28046']","4,338",1132.0,19.04.2009,18.06.2009,1132.0,B85253888.,23.06.2009,LORA LAGUNAL NOGUERA
960,"126,86",PJ7605183944,B25672692,49911390X,"['25693', '45521', '25693']","3,455",415.0,26.04.1994,26.05.1994,415.0,B25672692.,31.05.1994,GERALDINE IVAÑEZ VELÁSQUEZ
961,"70,40",A2595737593,B57903825,87724368E,"['07003', '27340', '07003', '11870', '41080']","5,451",219.0,10.03.2016,09.04.2016,219.0,B57903825,14.04.2016,Elvira Uveda Caballero
962,"40,61",J9998412389,[],88257423Y,"['69316', '09514']","4,894",78.0,15.09.2015,15.10.2015,78.0,FR59957520901.,20.10.2015,VINTILA  TABLADA
963,"169,62",LI3386209005,B87177408,98345808Q,"['28823', '43370', '28823']","4,855",498.0,13.06.2003,12.08.2003,498.0,B87177408.,17.08.2003,Ariadna Lucas Morillo
964,"122,18",MD3808736919,[],66567276D,23720,"5,04",224.0,19.09.2011,18.11.2011,224.0,GB243609761,23.11.2011,ISAURA GAMBOA MANTILLA
965,"7,52",JF7384444773,B38920500,49022311L,"['38002', '40550', '38002']","1,770",0.0,28.08.2009,27.09.2009,0.0,B38920500.,02.10.2009,Mimi Pineda Valencia
966,"34,34",SO4089250079,A73137788,86440784E,"['38739', '38739', '38739', '12001']","4,314",0.0,09.02.2001,10.04.2001,0.0,A73137788,15.04.2001,Pantaleón Redondo Sol
967,"37,29",G9015120862,B25829904,47450538C,"['25002', '25002', '38683', '38683', '38683', '25002', '25002']","4,03",0.0,21.05.1995,20.07.1995,0.0,B25829904,25.07.1995,Vallivana Palacio Romero
968,"53,32",PR1533264270,B40657413,39707577D,"['47238', '47238', '47238', '46006']","5,280",46.0,06.09.2005,05.11.2005,46.0,B40657413,10.11.2005,BARTOLOMÉ VÍVEZ DE LA ROSA
969,"60,64",B9957225824,[],20604437W,42138,"5,891",78.0,03.09.2007,02.11.2007,78.0,GB243609761.,07.11.2007,Ángel Treminio Milanés
970,"456,20",M9740149249,[],46105102S,15891,"3,757",1340.0,05.02.2004,05.04.2004,1340.0,CHE-309.541.427.,10.04.2004,Zuleica Silva Lugo
971,"21,96",J9749879037,A93576502,12911841D,"['29002', '09594', '29002']","5,003",0.0,20.06.2006,20.07.2006,0.0,A93576502.,25.07.2006,ELVIRA ZAVALA HERNÁNDEZ
972,"316,59",Y9589273951,B76654771,35436805S,"['38110', '42138', '38110']","2,507",1118.0,17.03.1997,16.05.1997,1118.0,B76654771.,21.05.1997,Caín Roldán Montero
973,"127,43",J6575599463,B17650995,23008191A,"['17500', '37891', '17500', '37891', '37891', '17500', '17500']","3,82",377.0,15.03.2012,14.04.2012,377.0,B17650995,19.04.2012,Ludovica Galeano Treminio
974,"13,87",V8093763472,B76615970,39662772P,"['08460', '08460', '08460', '38002']","3,544",0.0,12.08.2017,11.09.2017,0.0,B76615970,16.09.2017,Sergio Mena Grijalba
975,"270,81",Y7956686649,B66101171,94307194H,"['08174', '05211', '08174', '49589', '41080']","4,038",724.0,10.10.2002,09.12.2002,724.0,B66101171,14.12.2002,Jesús Funez Zaldívar
976,"100,45",JQ9403700790,B53482774,57881825W,"['03340', '32329', '03340']","2,917",532.0,21.02.1995,23.03.1995,532.0,B53482774.,28.03.1995,Francisco Javier Ponce Vela
977,"47,04",V2684486944,A73987646,98667136B,"['18750', '18750', '18750', '30009']","4,526",120.0,15.08.1993,14.09.1993,120.0,A73987646,19.09.1993,Laodamia Iglesias Castañeda
978,"186,48",ZX2424261837,A19240621,19882982B,"['28703', '28703', '28609', '28609', '28609', '28703', '28703']","4,10",564.0,20.03.2018,19.05.2018,564.0,A19240621,24.05.2018,EUGENIA GUTIÉRREZ PEÑA
979,"72,51",AM7934059447,B87095543,71511850C,"['28023', '28023', '24760', '24760', '24760', '28023', '28023']","5,19",242.0,14.01.2010,13.02.2010,242.0,B87095543,18.02.2010,PAULINO PALOMINO OSEDA
980,"84,77",C5129757938,B87095543,92987479C,"['28023', '09227', '28023', '32073', '41080']","4,228",266.0,02.05.2012,01.06.2012,266.0,B87095543,06.06.2012,PIERA GALÁN MONTALVO
981,"49,97",GJ4072166790,A95554630,56615989V,"['48009', '19273', '48009', '75489', '41080']","2,086",100.0,24.01.2008,24.03.2008,100.0,A95554630,29.03.2008,ADRIÁN ESCAMILLA MACHADO
982,"375,49",AH1375750197,B90053232,50043305C,"['41300', '46550', '41300', '20040', '41080']","5,413",1194.0,27.08.2017,26.10.2017,1194.0,B90053232,31.10.2017,OTONIEL GILLÉN JIMÉNEZ
983,"247,91",Z2804917687,B37547619,65080903B,"['01208', '01208', '01208', '37188']","4,723",956.0,13.08.2001,12.10.2001,956.0,B37547619,17.10.2001,Ingmar Martínez Calles
984,"26,23",MU6100443279,B32487548,10469191M,"['32990', '08517', '32990']","4,539",32.0,04.05.1997,03.06.1997,32.0,B32487548.,08.06.1997,Branca Torre Manzanal
985,"209,29",PG8243683678,B75035592,39911901R,"['20018', '33590', '20018', '70618', '41080']","2,771",578.0,02.02.2020,03.03.2020,578.0,B75035592,08.03.2020,Cristóbal Taracena Gillén
986,"197,66",Q5145026333,B91794941,39440254S,"['04859', '04859', '04859', '41920']","5,129",728.0,12.05.2021,11.07.2021,728.0,B91794941,16.07.2021,WERTHER PERAZA IBÁÑEZ
987,"103,42",LG6539976672,[],62555131F,32787,"3,531",341.0,27.01.2010,26.02.2010,341.0,PT500697256.,03.03.2010,REMIGIO CASAS OLMEDO
988,"37,56",I4777052730,B95783924,75097842J,"['48910', '31794', '48910']","4,016",20.0,19.10.2007,18.12.2007,20.0,B95783924.,23.12.2007,OZANA URIETA ZABALETA
989,"347,49",K5032336559,B25823006,30402100X,"['25550', '16350', '25550']","5,415",1384.0,12.05.2011,11.07.2011,1384.0,B25823006.,16.07.2011,ORIOL MEJÍA ZAMUDIO
990,"110,25",EA7441055283,B98729486,34199367T,"['46800', '46800', '19277', '19277', '19277', '46800', '46800']","2,49",298.0,19.03.2004,18.05.2004,298.0,B98729486,23.05.2004,JAIRO LEANDRO CEVALLOS
991,"252,09",R6785775480,B85634350,78171584N,"['28660', '10480', '28660']","4,213",754.0,18.09.2019,17.11.2019,754.0,B85634350.,22.11.2019,Yerma Cervantes Valdiva
992,"60,82",P6860674781,B90472028,81135385X,"['41001', '41001', '32450', '32450', '32450', '41001', '41001']","3,79",184.0,27.08.1994,26.09.1994,184.0,B90472028,01.10.1994,TELGA SALVADO IVAÑEZ
993,"104,42",A5915681207,B54985353,56719070N,"['03330', '03330', '27744', '27744', '27744', '03330', '03330']","3,85",336.0,11.10.1999,10.12.1999,336.0,B54985353,15.12.1999,Amanda Benítez Varela
994,"109,52",U8552262546,B37547619,26727330L,"['37188', '37188', '25737', '25737', '25737', '37188', '37188']","3,49",354.0,28.11.1995,28.12.1995,354.0,B37547619,02.01.1996,PETRONIO RAMÍREZ COLLADO
995,"62,52",H6965059338,F03013356,20980142W,"['03410', '03410', '22440', '22440', '22440', '03410', '03410']","4,80",162.0,25.12.1993,24.01.1994,162.0,F03013356,29.01.1994,SULPICIO ESCOVAR FONSECA
996,"119,20",U2093855017,B95960365,26934250P,"['48902', '25162', '48902']","4,406",447.0,13.06.2011,13.07.2011,447.0,B95960365.,18.07.2011,Petrona Uribe Naranjo
997,"29,30",IR1574483752,B47732334,19020297X,"['47012', '50368', '47012', '76845', '41080']","2,472",89.0,17.05.1994,16.06.1994,89.0,B47732334,21.06.1994,CELESTINA TREMINIO VALLEJO
998,"70,79",IC6233558160,B40563520,32031898M,"['46023', '46023', '02514', '02514', '02514', '46023', '46023']","3,84",236.0,23.06.2008,23.07.2008,236.0,B40563520,28.07.2008,Dela Anaya Naranjo
999,"114,12",BD9767921453,B38920500,32433787S,"['38002', '29016', '38002']","3,813",342.0,06.02.1997,08.03.1997,342.0,B38920500.,13.03.1997,KIRA GAITÁN QUESADA
